symbol,block,txno,value,address
ETH,2071,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,9339,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,4916,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,7778,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,5107,0,5.0,0x4f85e43f44d2b0e6f57c9355806ce3e1b3f40ab8
ETH,5050,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,7380,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,6920,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,8078,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,6646,0,5.0,0xe6f2cb1db12281d5b970ea11e13ff0123d282bd9
ETH,3109,0,5.0,0x5b3e850e39e6f2c7dd38707b649e2b3536f14c0b
ETH,959,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,1888,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,2782,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,8857,0,5.0,0xbf9f79f818173ba93e3b360a6a1405960cc27677
ETH,3901,0,5.0,0x4e5c9fd685dcc9abede1cbde4959039388bf7c5a
ETH,8957,0,5.0,0x950f41ea60d4f48cc7bc67a96555ffb2661a081c
ETH,2510,0,5.0,0xaa9164cc61c67064351596c21760491616aa95f4
ETH,3216,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,5624,0,5.0,0x4947190fcc30d3fb3a16233b259bfe6b3492339a
ETH,6314,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,5720,0,5.0,0xad5c1768e5974c231b2148169da064e61910f31a
ETH,1332,0,5.0,0xdd2f1e6e498202e86d8f5442af596580a4f03c2c
ETH,6860,0,5.0,0x320e69e693df6c1476c13836cdbe2f6e5def83a1
ETH,3368,0,5.0,0x0193d941b50d91be6567c7ee1c0fe7af498b4137
ETH,906,0,5.0,0x9beb4d346c6309a9ce4f27393c6322c8f03a3be6
ETH,9027,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,9171,0,5.0,0xf9d39b090fbc6669b52606272a0cea56bdab638a
ETH,2010,0,5.0,0xa1623430350c5df1b52b0b57483a5bb45d1796da
ETH,4937,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,1507,0,5.0,0x94d700b9157ffb28d39937b60317865d060bb2f2
ETH,8336,0,5.0,0xb8aed614fcbbc496506c9f8faa41d99023e12a6d
ETH,7025,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,4736,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,8273,0,5.0,0x727cee80072f59d075a9fac8e1d81ec186d52337
ETH,4331,0,5.0,0x8f22398f1567cddaba1b6bb1973e62b4992d5c9c
ETH,8999,0,5.0,0x02020d22dcf88f5edd66b382d7da019f161fb7e3
ETH,2065,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,4805,0,5.0,0x28921e4e2c9d84f4c0f0c0ceb991f45751a0fe93
ETH,9038,0,5.0,0xad5c1768e5974c231b2148169da064e61910f31a
ETH,2215,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,8228,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,5833,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,3842,0,5.0,0x02020d22dcf88f5edd66b382d7da019f161fb7e3
ETH,7437,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,7600,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,4198,0,5.0,0x5b3e850e39e6f2c7dd38707b649e2b3536f14c0b
ETH,6384,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,6598,0,5.0,0x70137010922f2fc2964b3792907f79fbb75febe8
ETH,2278,0,5.0,0xd7e30ae310c1d1800f5b641baa7af95b2e1fd98c
ETH,8403,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,8284,0,5.0,0x4e5c9fd685dcc9abede1cbde4959039388bf7c5a
ETH,4727,0,5.0,0x08a2e2e8aa27cf67a48ddb5dd92f170eb4a90bfe
ETH,7044,0,5.0,0xa1623430350c5df1b52b0b57483a5bb45d1796da
ETH,3449,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,8412,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,1318,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,2427,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,2049,0,5.0,0xb5edd17d2582a94610ebf0c6832c1652ebbbe210
ETH,2490,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,3470,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,2792,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,6995,0,5.0,0xa1623430350c5df1b52b0b57483a5bb45d1796da
ETH,6013,0,5.0,0x8e61bf5a2e46d15774172781cf100ed0962cbb63
ETH,7363,0,5.0,0x0000000000000000000000000000000000000000
ETH,6980,0,5.0,0x0bb549c68c4992bac6a19c97d97178f60b36998e
ETH,3671,0,5.0,0x48cd680bb700f6b7de89dd9ff4932ccc158c3e05
ETH,6896,0,5.0,0x228ed249a4299b231f83a502c12d904e48c5842c
ETH,4633,0,5.0,0x7fb24a92a324f90dc61f80d42e9be859189a1097
ETH,2088,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,6601,0,5.0,0x4e5c9fd685dcc9abede1cbde4959039388bf7c5a
ETH,7083,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,5882,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,1208,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,7190,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,2927,0,5.0,0x1217627fe41a00f0b828317f43e6d58f47dbfc43
ETH,2765,0,5.0,0xb5edd17d2582a94610ebf0c6832c1652ebbbe210
ETH,5123,0,5.0,0xd2f56eeb7111655f1709413ce0f7d2c60f7b1846
ETH,3188,0,5.0,0x9beb4d346c6309a9ce4f27393c6322c8f03a3be6
ETH,1169,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,3345,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,7226,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,4420,0,5.0,0xa3a5853c5a829d9701177dbf4b0f73de3c95fa13
ETH,5019,0,5.0,0x346ad0caddd5a8b2cafd5b363414e4ae348db24c
ETH,3446,0,5.0,0x9beb4d346c6309a9ce4f27393c6322c8f03a3be6
ETH,5104,0,5.0,0x4b4e678d453bc71874af183017aee41b75e24087
ETH,2662,0,5.0,0x306e6267d94f23a9b37cb110f20852208fbbf1aa
ETH,2115,0,5.0,0xdd2f1e6e498202e86d8f5442af596580a4f03c2c
ETH,7572,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,7617,0,5.0,0xbd744e3f13d79b33f6c8e1d5e32f8e9ba2866c46
ETH,7270,0,5.0,0x5b3e850e39e6f2c7dd38707b649e2b3536f14c0b
ETH,7639,0,5.0,0xb0798de851a7c081c98966a7a0ee5c14231fb447
ETH,7965,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,988,0,5.0,0x8f22398f1567cddaba1b6bb1973e62b4992d5c9c
ETH,7491,0,5.0,0x39d678e1a5a4bd201c1285a305fd1b5849388ea3
ETH,5635,0,5.0,0x28921e4e2c9d84f4c0f0c0ceb991f45751a0fe93
ETH,4894,0,5.0,0xb5edd17d2582a94610ebf0c6832c1652ebbbe210
ETH,4593,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,9467,0,5.0,0x88d74a59454f6cf3b51ef6b9136afb6b9d405a88
ETH,7942,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,1669,0,5.0,0x35e8e5dc5fbd97c5b421a80b596c030a2be2a04d
ETH,8074,0,5.0,0x4e5c9fd685dcc9abede1cbde4959039388bf7c5a
ETH,5080,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,6720,0,5.0,0xd56b2924bb6a8bcebec8434a2a6669680a5b17d7
ETH,6859,0,5.0,0x753562eea69cd2d342a9c07edd49b9753dc0f01e
ETH,3920,0,5.0,0x7126c13239472f9b469f7c3bb3749acd775f2568
ETH,5639,0,5.0,0x48cd680bb700f6b7de89dd9ff4932ccc158c3e05
ETH,2565,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,6757,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,8878,0,5.0,0xab84940b570d6358ed6a9dbf7e0bc8ec8f5a6e89
ETH,1624,0,5.0,0x28921e4e2c9d84f4c0f0c0ceb991f45751a0fe93
ETH,3381,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,6327,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,7642,0,5.0,0x39d678e1a5a4bd201c1285a305fd1b5849388ea3
ETH,4860,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,3912,0,5.0,0xd5a85b42f59351d806582f791600ea3e99811121
ETH,1650,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,4478,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,8319,0,5.0,0xb8aed614fcbbc496506c9f8faa41d99023e12a6d
ETH,8370,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,2214,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,5911,0,5.0,0xafbf38e5b677dcc0d839e88c5dd2521ff45d0511
ETH,2058,0,5.0,0x0193d941b50d91be6567c7ee1c0fe7af498b4137
ETH,3042,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,2566,0,5.0,0x20c6efe179c293690a5b3375f5bd81c2f07ed037
ETH,5270,0,5.0,0xbf71642d7cbae8faf1cfdc6c1c48fcb45b15ed22
ETH,2954,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,5730,0,5.0,0x4e5c9fd685dcc9abede1cbde4959039388bf7c5a
ETH,7110,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,1576,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,1204,0,5.0,0x0193d941b50d91be6567c7ee1c0fe7af498b4137
ETH,7963,0,5.0,0xb33f31253e53f81e6bf5b6b57cbf00a42537427c
ETH,5273,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,2057,0,5.0,0x05a56e2d52c817161883f50c441c3228cfe54d9f
ETH,3396,0,5.0,0x41542b0a28f978f7aff8b35b356a7e0b2f2bc638
ETH,7187,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,7094,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,2200,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,5622,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,6031,0,5.0,0x3f5cd2b711eaf2131237650c2eb03732f1bea2cd
ETH,7723,0,5.0,0x761c1c8c4d538e10dadeb2b226644c29caf0b73f
ETH,7029,0,5.0,0x8162cf883f6ef822bece622ecfed6ea19b9fd978
ETH,7795,0,5.0,0x5088d623ba0fcf0131e0897a91734a4d83596aa0
ETH,1979,0,5.0,0x1217627fe41a00f0b828317f43e6d58f47dbfc43
ETH,994,0,5.0,0xa1623430350c5df1b52b0b57483a5bb45d1796da
ETH,2543,0,5.0,0x5bf5e9cf9b456d6591073513de7fd69a9bef04bc
ETH,8149,0,5.0,0xbb12b5a9b85d4ab8cde6056e9c1b2a4a337d2261
ETH,2545,0,5.0,0x5b3e850e39e6f2c7dd38707b649e2b3536f14c0b
ETH,7246,0,5.0,0xecab9b89bbb858a7e3dde3ed0b13946edaeb5533
ETH,5531,0,5.0,0x39d678e1a5a4bd201c1285a305fd1b5849388ea3
ETH,7643,0,5.0,0xe38b1dc29e4fa7d295499621164edee1372bac5e
ETH,1640,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,3092,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,5965,0,5.0,0x5b3e850e39e6f2c7dd38707b649e2b3536f14c0b
ETH,2692,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,4523,0,5.0,0x59389a554d044d4b3bed659834a248c59957f168
ETH,8264,0,5.0,0x0193d941b50d91be6567c7ee1c0fe7af498b4137
ETH,7466,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,9500,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,3128,0,5.0,0xb5edd17d2582a94610ebf0c6832c1652ebbbe210
ETH,6541,0,5.0,0xdfca1c732b36b7016eaafc666f0db2ca2ddea3a9
ETH,5901,0,5.0,0x4f85e43f44d2b0e6f57c9355806ce3e1b3f40ab8
ETH,3336,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,1350,0,5.0,0x6bb048244ac4f934163a15b7a472ce7b48fc9f32
ETH,3715,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,4630,0,5.0,0xad5c1768e5974c231b2148169da064e61910f31a
ETH,8172,0,5.0,0xb0798de851a7c081c98966a7a0ee5c14231fb447
ETH,4029,0,5.0,0xe8b61c4a9a4143a64cec3a4d4edc76192007d79e
ETH,1471,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,3096,0,5.0,0x70137010922f2fc2964b3792907f79fbb75febe8
ETH,8182,0,5.0,0xd7e30ae310c1d1800f5b641baa7af95b2e1fd98c
ETH,3661,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,1462,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,4268,0,5.0,0xbb12b5a9b85d4ab8cde6056e9c1b2a4a337d2261
ETH,9132,0,5.0,0xbc9f26ef6d870cb511c09d54359cda90b3e0ba96
ETH,3751,0,5.0,0x7fb24a92a324f90dc61f80d42e9be859189a1097
ETH,7816,0,5.0,0xf927a40c8b7f6e07c5af7fa2155b4864a4112b13
ETH,1012,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
ETH,8463,0,5.0,0x9f29a11e58479e87f4d10413ec0cf7f3ff34c4c1
ETH,9272,0,5.0,0x00ea19cfd3764eff21016a4e038850ac06f98d37
ETH,9223,0,5.0,0x51d8a6bc2cf46e25bb447b2912c0ea9d1fc81386
ETH,3001,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,5520,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,8712,0,5.0,0x9f29a11e58479e87f4d10413ec0cf7f3ff34c4c1
ETH,3000,0,5.0,0x3dab6e047d342c7ab68febd12751abbee1780485
ETH,9296,0,5.0,0x20c6efe179c293690a5b3375f5bd81c2f07ed037
ETH,2416,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,7650,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,1481,0,5.0,0xe8b61c4a9a4143a64cec3a4d4edc76192007d79e
ETH,8003,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,7849,0,5.0,0x33b01a7fe4a1a5f774bb73f89a4ef15a6ffe1141
ETH,5647,0,5.0,0x950f41ea60d4f48cc7bc67a96555ffb2661a081c
ETH,4565,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,4763,0,5.0,0x2629e4624822667ab36be14544200cc00779247b
ETH,6608,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,6370,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,4898,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,2011,0,5.0,0xe8b61c4a9a4143a64cec3a4d4edc76192007d79e
ETH,4989,0,5.0,0x8f22398f1567cddaba1b6bb1973e62b4992d5c9c
ETH,7345,0,5.0,0x39d678e1a5a4bd201c1285a305fd1b5849388ea3
ETH,3177,0,5.0,0xe8b61c4a9a4143a64cec3a4d4edc76192007d79e
ETH,8776,0,5.0,0x59389a554d044d4b3bed659834a248c59957f168
ETH,3425,0,5.0,0xb5edd17d2582a94610ebf0c6832c1652ebbbe210
ETH,7845,0,5.0,0x8b13ed0ca3e77927c17cc1466dfe4c05b81df7da
ETH,6740,0,5.0,0x970a90087889561eee7432daa7be584df9e67f75
ETH,3634,0,5.0,0x28921e4e2c9d84f4c0f0c0ceb991f45751a0fe93
ETH,7694,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,5709,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,4807,0,5.0,0xb8aed614fcbbc496506c9f8faa41d99023e12a6d
ETH,8952,0,5.0,0x4e5c9fd685dcc9abede1cbde4959039388bf7c5a
ETH,7599,0,5.0,0x4e5c9fd685dcc9abede1cbde4959039388bf7c5a
ETH,7200,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,6462,0,5.0,0x59389a554d044d4b3bed659834a248c59957f168
ETH,3820,0,5.0,0x28921e4e2c9d84f4c0f0c0ceb991f45751a0fe93
ETH,4447,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,8221,0,5.0,0x5a1bf6acbde234acdbdb48875f825de9dd6a3348
ETH,6164,0,5.0,0x82effbaaaf28614e55b2ba440fb198e0e5789b0f
ETH,5525,0,5.0,0x1b7047b4338acf65be94c1a3e8c5c9338ad7d67c
ETH,4771,0,5.0,0xb4f6a8f7cd91cd4bcadcc0a20e417c392e5f50a4
ETH,4157,0,5.0,0x28921e4e2c9d84f4c0f0c0ceb991f45751a0fe93
ETH,5213,0,5.0,0x94b7fdf01f4e5d76b2c31eeb846f91f427606c98
ETH,4642,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,1497,0,5.0,0x306e6267d94f23a9b37cb110f20852208fbbf1aa
ETH,7749,0,5.0,0x53824166ea5271d3425e3194c848a90ca4e97eb2
ETH,7976,0,5.0,0x88d74a59454f6cf3b51ef6b9136afb6b9d405a88
ETH,7444,0,5.0,0x0aa8ae2485e31c024201bdf77bfa25021bc10c5b
ETH,8884,0,5.0,0xbb12b5a9b85d4ab8cde6056e9c1b2a4a337d2261
ETH,7201,0,5.0,0xbb7b8287f3f0a933474a79eae42cbca977791171
ETH,1080,0,5.0,0x9dfc0377058b7b9eb277421769b56df1395705f0
