index,sourceNodeName,targetNodeName,totalCost,nodeNames,costs,path
0,ETHMAINBLOCK,ETHMAINBLOCK,0.0,[ETHMAINBLOCK],[0.0],"[{""communityId"":9260,""address"":ETHMAINBLOCK}]"
1,ETHMAINBLOCK,0x0000000000000000000000000000000000000000,5.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000]","[0.0,5.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000}]"
2,ETHMAINBLOCK,0x3282791d6fd713f1e94f4bfd565eaa78b3a0599d,1342.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x3282791d6fd713f1e94f4bfd565eaa78b3a0599d]","[0.0,5.0,1342.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0x3282791d6fd713f1e94f4bfd565eaa78b3a0599d}]"
3,ETHMAINBLOCK,0x17961d633bcf20a7b029a7d94b7df4da2ec5427f,234.427,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x17961d633bcf20a7b029a7d94b7df4da2ec5427f]","[0.0,5.0,234.427]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0x17961d633bcf20a7b029a7d94b7df4da2ec5427f}]"
4,ETHMAINBLOCK,0x493a67fe23decc63b10dda75f3287695a81bd5ab,885.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x493a67fe23decc63b10dda75f3287695a81bd5ab]","[0.0,5.0,885.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0x493a67fe23decc63b10dda75f3287695a81bd5ab}]"
5,ETHMAINBLOCK,0x01fb8ec12425a04f813e46c54c05748ca6b29aa9,264.8,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x01fb8ec12425a04f813e46c54c05748ca6b29aa9]","[0.0,5.0,264.8]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0x01fb8ec12425a04f813e46c54c05748ca6b29aa9}]"
6,ETHMAINBLOCK,0xd2a030ac8952325f9e1db378a71485a24e1b07b2,2005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xd2a030ac8952325f9e1db378a71485a24e1b07b2]","[0.0,5.0,2005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0xd2a030ac8952325f9e1db378a71485a24e1b07b2}]"
7,ETHMAINBLOCK,0x77a34907f305a54c85db09c363fde3c47e6ae21f,990.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x77a34907f305a54c85db09c363fde3c47e6ae21f]","[0.0,5.0,990.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0x77a34907f305a54c85db09c363fde3c47e6ae21f}]"
8,ETHMAINBLOCK,0x391a77405c09a72b5e8436237aaaf95d68da1709,54.082,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x391a77405c09a72b5e8436237aaaf95d68da1709]","[0.0,5.0,54.082]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0x391a77405c09a72b5e8436237aaaf95d68da1709}]"
9,ETHMAINBLOCK,0x00aada25ea2286709abb422d41923fd380cd04c7,655.1,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x00aada25ea2286709abb422d41923fd380cd04c7]","[0.0,5.0,655.1]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0x00aada25ea2286709abb422d41923fd380cd04c7}]"
10,ETHMAINBLOCK,0xacc46a2a555c74ded4a2bd094e821b97843b40c0,1945.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xacc46a2a555c74ded4a2bd094e821b97843b40c0]","[0.0,5.0,1945.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0xacc46a2a555c74ded4a2bd094e821b97843b40c0}]"
11,ETHMAINBLOCK,0xde07fb5b7a464e3ba7fbe09e9acb271af5338c58,55.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xde07fb5b7a464e3ba7fbe09e9acb271af5338c58]","[0.0,5.0,55.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":11,""address"":0xde07fb5b7a464e3ba7fbe09e9acb271af5338c58}]"
12,ETHMAINBLOCK,0x4c696be99f3a690440c3436a59a7d7e937d6ba0d,3465.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x4c696be99f3a690440c3436a59a7d7e937d6ba0d]","[0.0,5.0,3465.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":12,""address"":0x4c696be99f3a690440c3436a59a7d7e937d6ba0d}]"
13,ETHMAINBLOCK,0xfa33553285a973719a0d5f956ff861b2d89ed304,25.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xfa33553285a973719a0d5f956ff861b2d89ed304]","[0.0,5.0,25.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":13,""address"":0xfa33553285a973719a0d5f956ff861b2d89ed304}]"
14,ETHMAINBLOCK,0x67cfda6e70bf7657d39059b59790e5145afdbe61,651.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x67cfda6e70bf7657d39059b59790e5145afdbe61]","[0.0,5.0,651.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":14,""address"":0x67cfda6e70bf7657d39059b59790e5145afdbe61}]"
15,ETHMAINBLOCK,0xa321091d3018064279db399d2b2a88a6f440ae24,3205.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xa321091d3018064279db399d2b2a88a6f440ae24]","[0.0,5.0,3205.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":15,""address"":0xa321091d3018064279db399d2b2a88a6f440ae24}]"
16,ETHMAINBLOCK,0xfb3fa1ac08aba9cc3bf0fe9d483820688f65b410,30005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xfb3fa1ac08aba9cc3bf0fe9d483820688f65b410]","[0.0,5.0,30005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":16,""address"":0xfb3fa1ac08aba9cc3bf0fe9d483820688f65b410}]"
17,ETHMAINBLOCK,0x6715c14035fb57bb3d667f7b707498c41074b855,705.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x6715c14035fb57bb3d667f7b707498c41074b855]","[0.0,5.0,705.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":17,""address"":0x6715c14035fb57bb3d667f7b707498c41074b855}]"
18,ETHMAINBLOCK,0xd4344f7d5cad65d17e5c2d0e7323943d6f62fe92,272.4,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xd4344f7d5cad65d17e5c2d0e7323943d6f62fe92]","[0.0,5.0,272.4]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":18,""address"":0xd4344f7d5cad65d17e5c2d0e7323943d6f62fe92}]"
19,ETHMAINBLOCK,0xa3294626ec2984c43b43da4d5d8e4669b11d4b59,1013.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xa3294626ec2984c43b43da4d5d8e4669b11d4b59]","[0.0,5.0,1013.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":19,""address"":0xa3294626ec2984c43b43da4d5d8e4669b11d4b59}]"
20,ETHMAINBLOCK,0x656018584130db83ab0591a8128d9381666a8d0e,68.96000000000001,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x656018584130db83ab0591a8128d9381666a8d0e]","[0.0,5.0,68.96000000000001]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":20,""address"":0x656018584130db83ab0591a8128d9381666a8d0e}]"
21,ETHMAINBLOCK,0x0fa010ce0c731d3b628e36b91f571300e49dbeab,1004.8,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x0fa010ce0c731d3b628e36b91f571300e49dbeab]","[0.0,5.0,1004.8]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":21,""address"":0x0fa010ce0c731d3b628e36b91f571300e49dbeab}]"
22,ETHMAINBLOCK,0x3098b65db93ecacaf7353c48808390a223d57684,454.965,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x3098b65db93ecacaf7353c48808390a223d57684]","[0.0,5.0,454.965]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":22,""address"":0x3098b65db93ecacaf7353c48808390a223d57684}]"
23,ETHMAINBLOCK,0xae635bf73831119d2d29c0d04ff8f8d8d0a57a46,1342.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xae635bf73831119d2d29c0d04ff8f8d8d0a57a46]","[0.0,5.0,1342.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":23,""address"":0xae635bf73831119d2d29c0d04ff8f8d8d0a57a46}]"
24,ETHMAINBLOCK,0x0f7515ff0e808f695e0c20485ff96ed2f7b79310,1005.169,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x0f7515ff0e808f695e0c20485ff96ed2f7b79310]","[0.0,5.0,1005.169]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":24,""address"":0x0f7515ff0e808f695e0c20485ff96ed2f7b79310}]"
25,ETHMAINBLOCK,0x8b30c04098d7a7e6420c357ea7bfa49bac9a8a18,8005.2,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x8b30c04098d7a7e6420c357ea7bfa49bac9a8a18]","[0.0,5.0,8005.2]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":25,""address"":0x8b30c04098d7a7e6420c357ea7bfa49bac9a8a18}]"
26,ETHMAINBLOCK,0x64dba2d6615b8bd7571836dc75bc79d314f5ecee,10005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x64dba2d6615b8bd7571836dc75bc79d314f5ecee]","[0.0,5.0,10005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":26,""address"":0x64dba2d6615b8bd7571836dc75bc79d314f5ecee}]"
27,ETHMAINBLOCK,0xe7912d4cf4562c573ddc5b71e37310e378ef86c9,399.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xe7912d4cf4562c573ddc5b71e37310e378ef86c9]","[0.0,5.0,399.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":27,""address"":0xe7912d4cf4562c573ddc5b71e37310e378ef86c9}]"
28,ETHMAINBLOCK,0xa4da34450d22ec0ffcede0004b02f7872ee0b73a,98.342,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xa4da34450d22ec0ffcede0004b02f7872ee0b73a]","[0.0,5.0,98.342]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":28,""address"":0xa4da34450d22ec0ffcede0004b02f7872ee0b73a}]"
29,ETHMAINBLOCK,0x34437d1465640b136cb5841c3f934f9ba0b7097d,178.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x34437d1465640b136cb5841c3f934f9ba0b7097d]","[0.0,5.0,178.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":29,""address"":0x34437d1465640b136cb5841c3f934f9ba0b7097d}]"
30,ETHMAINBLOCK,0xc652871d192422c6bc235fa063b44a7e1d43e385,160.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xc652871d192422c6bc235fa063b44a7e1d43e385]","[0.0,5.0,160.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":30,""address"":0xc652871d192422c6bc235fa063b44a7e1d43e385}]"
31,ETHMAINBLOCK,0xa8a708e84f82db86a35502193b4c6ee9a76ebe8f,1020.2,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xa8a708e84f82db86a35502193b4c6ee9a76ebe8f]","[0.0,5.0,1020.2]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":31,""address"":0xa8a708e84f82db86a35502193b4c6ee9a76ebe8f}]"
32,ETHMAINBLOCK,0x5c3f567faff7bad1b5120022e8cbcaa82b4917b3,2005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x5c3f567faff7bad1b5120022e8cbcaa82b4917b3]","[0.0,5.0,2005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":32,""address"":0x5c3f567faff7bad1b5120022e8cbcaa82b4917b3}]"
33,ETHMAINBLOCK,0xdbc1d0ee2bab531140de137722cd36bdb4e47194,205.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xdbc1d0ee2bab531140de137722cd36bdb4e47194]","[0.0,5.0,205.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":33,""address"":0xdbc1d0ee2bab531140de137722cd36bdb4e47194}]"
34,ETHMAINBLOCK,0xf59dab1bf8df11327e61f9b7a14b563a96ec3554,6005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xf59dab1bf8df11327e61f9b7a14b563a96ec3554]","[0.0,5.0,6005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":34,""address"":0xf59dab1bf8df11327e61f9b7a14b563a96ec3554}]"
35,ETHMAINBLOCK,0x456f8d746682b224679349064d1b368c7c05b176,3705.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x456f8d746682b224679349064d1b368c7c05b176]","[0.0,5.0,3705.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":35,""address"":0x456f8d746682b224679349064d1b368c7c05b176}]"
36,ETHMAINBLOCK,0x5f13154631466dcb1353c890932a7c97e0878e90,6005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x5f13154631466dcb1353c890932a7c97e0878e90]","[0.0,5.0,6005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":36,""address"":0x5f13154631466dcb1353c890932a7c97e0878e90}]"
37,ETHMAINBLOCK,0xf4b1626e24f30bcad9273c527fcc714b5d007b8f,205.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xf4b1626e24f30bcad9273c527fcc714b5d007b8f]","[0.0,5.0,205.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":37,""address"":0xf4b1626e24f30bcad9273c527fcc714b5d007b8f}]"
38,ETHMAINBLOCK,0xa8db0b9b201453333c757f6ad9bcb555c02da93b,2204.97,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xa8db0b9b201453333c757f6ad9bcb555c02da93b]","[0.0,5.0,2204.97]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":38,""address"":0xa8db0b9b201453333c757f6ad9bcb555c02da93b}]"
39,ETHMAINBLOCK,0xa0fc7e53c5ebd27a2abdac45261f84ab3b51aefb,3013.25,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xa0fc7e53c5ebd27a2abdac45261f84ab3b51aefb]","[0.0,5.0,3013.25]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":39,""address"":0xa0fc7e53c5ebd27a2abdac45261f84ab3b51aefb}]"
40,ETHMAINBLOCK,0x1b636b7a496f044d7359596e353a104616436f6b,365.354,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x1b636b7a496f044d7359596e353a104616436f6b]","[0.0,5.0,365.354]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":40,""address"":0x1b636b7a496f044d7359596e353a104616436f6b}]"
41,ETHMAINBLOCK,0x74bce9ec38362d6c94ccac26d5c0e13a8b3b1d40,1004.954,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x74bce9ec38362d6c94ccac26d5c0e13a8b3b1d40]","[0.0,5.0,1004.954]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":41,""address"":0x74bce9ec38362d6c94ccac26d5c0e13a8b3b1d40}]"
42,ETHMAINBLOCK,0x9834682180b982d166badb9d9d1d9bbf016d87ee,2005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x9834682180b982d166badb9d9d1d9bbf016d87ee]","[0.0,5.0,2005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":42,""address"":0x9834682180b982d166badb9d9d1d9bbf016d87ee}]"
43,ETHMAINBLOCK,0x1e6e0153fc161bc05e656bbb144c7187bf4fe84d,2005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x1e6e0153fc161bc05e656bbb144c7187bf4fe84d]","[0.0,5.0,2005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":43,""address"":0x1e6e0153fc161bc05e656bbb144c7187bf4fe84d}]"
44,ETHMAINBLOCK,0x989c0ccff654da03aeb11af701054561d6297e1d,4005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x989c0ccff654da03aeb11af701054561d6297e1d]","[0.0,5.0,4005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":44,""address"":0x989c0ccff654da03aeb11af701054561d6297e1d}]"
45,ETHMAINBLOCK,0x78a1e254409fb1b55a7cb4dd8eba3b30c8bad9ef,105.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x78a1e254409fb1b55a7cb4dd8eba3b30c8bad9ef]","[0.0,5.0,105.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":45,""address"":0x78a1e254409fb1b55a7cb4dd8eba3b30c8bad9ef}]"
46,ETHMAINBLOCK,0x9ef1896b007c32a15114fb89d73dbd47f9122b69,4005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x9ef1896b007c32a15114fb89d73dbd47f9122b69]","[0.0,5.0,4005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":46,""address"":0x9ef1896b007c32a15114fb89d73dbd47f9122b69}]"
47,ETHMAINBLOCK,0x33320dd90f2baa110dd334872a998f148426453c,1004.972,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x33320dd90f2baa110dd334872a998f148426453c]","[0.0,5.0,1004.972]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":47,""address"":0x33320dd90f2baa110dd334872a998f148426453c}]"
48,ETHMAINBLOCK,0xe72e1d335cc29a96b9b1c02f003a16d971e90b9d,1585.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xe72e1d335cc29a96b9b1c02f003a16d971e90b9d]","[0.0,5.0,1585.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":48,""address"":0xe72e1d335cc29a96b9b1c02f003a16d971e90b9d}]"
49,ETHMAINBLOCK,0x0921605f99164e3bcc28f31caece78973182561d,798.744,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x0921605f99164e3bcc28f31caece78973182561d]","[0.0,5.0,798.744]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":49,""address"":0x0921605f99164e3bcc28f31caece78973182561d}]"
50,ETHMAINBLOCK,0xfc00a420a36107dfd5f495128a5fe5abb2db0f34,5965.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xfc00a420a36107dfd5f495128a5fe5abb2db0f34]","[0.0,5.0,5965.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":50,""address"":0xfc00a420a36107dfd5f495128a5fe5abb2db0f34}]"
51,ETHMAINBLOCK,0xdfcbdf09454e1a5e4a40d3eef7c5cf1cd3de9486,4005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xdfcbdf09454e1a5e4a40d3eef7c5cf1cd3de9486]","[0.0,5.0,4005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":51,""address"":0xdfcbdf09454e1a5e4a40d3eef7c5cf1cd3de9486}]"
52,ETHMAINBLOCK,0x646e043d0597a664948fbb0dc15475a3a4f3a6ed,25.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x646e043d0597a664948fbb0dc15475a3a4f3a6ed]","[0.0,5.0,25.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":52,""address"":0x646e043d0597a664948fbb0dc15475a3a4f3a6ed}]"
53,ETHMAINBLOCK,0x79aeb34566b974c35a5881dec020927da7df5d25,2005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x79aeb34566b974c35a5881dec020927da7df5d25]","[0.0,5.0,2005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":53,""address"":0x79aeb34566b974c35a5881dec020927da7df5d25}]"
54,ETHMAINBLOCK,0xdbadc61ed5f0460a7f18e51b2fb2614d9264a0e0,45.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xdbadc61ed5f0460a7f18e51b2fb2614d9264a0e0]","[0.0,5.0,45.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":54,""address"":0xdbadc61ed5f0460a7f18e51b2fb2614d9264a0e0}]"
55,ETHMAINBLOCK,0x97b91efe7350c2d57e7e406bab18f3617bcde14a,10004.98,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x97b91efe7350c2d57e7e406bab18f3617bcde14a]","[0.0,5.0,10004.98]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":55,""address"":0x97b91efe7350c2d57e7e406bab18f3617bcde14a}]"
56,ETHMAINBLOCK,0x8398e07ebcb4f75ff2116de77c1c2a99f303a4cf,505.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x8398e07ebcb4f75ff2116de77c1c2a99f303a4cf]","[0.0,5.0,505.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":56,""address"":0x8398e07ebcb4f75ff2116de77c1c2a99f303a4cf}]"
57,ETHMAINBLOCK,0xf02796295101674288c1d93467053d042219b794,745.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xf02796295101674288c1d93467053d042219b794]","[0.0,5.0,745.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":57,""address"":0xf02796295101674288c1d93467053d042219b794}]"
58,ETHMAINBLOCK,0xf4ed848ec961739c2c7e352f435ba70a7cd5db38,1975.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0xf4ed848ec961739c2c7e352f435ba70a7cd5db38]","[0.0,5.0,1975.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":58,""address"":0xf4ed848ec961739c2c7e352f435ba70a7cd5db38}]"
59,ETHMAINBLOCK,0x82485728d0e281563758c75ab27ed9e882a0002d,152.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x82485728d0e281563758c75ab27ed9e882a0002d]","[0.0,5.0,152.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":59,""address"":0x82485728d0e281563758c75ab27ed9e882a0002d}]"
60,ETHMAINBLOCK,0x427ec668ac9404e895cc861511d1620a4912be98,40005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x427ec668ac9404e895cc861511d1620a4912be98]","[0.0,5.0,40005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":60,""address"":0x427ec668ac9404e895cc861511d1620a4912be98}]"
61,ETHMAINBLOCK,0x1bbc199e586790be87afedc849c04726745c5d7b,4005.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x1bbc199e586790be87afedc849c04726745c5d7b]","[0.0,5.0,4005.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":61,""address"":0x1bbc199e586790be87afedc849c04726745c5d7b}]"
62,ETHMAINBLOCK,0x10d945334ecde47beb9ca3816c173dfbbd0b5333,1405.0,"[ETHMAINBLOCK,0x0000000000000000000000000000000000000000,0x10d945334ecde47beb9ca3816c173dfbbd0b5333]","[0.0,5.0,1405.0]","[{""communityId"":9260,""address"":ETHMAINBLOCK},{""communityId"":11,""address"":0x0000000000000000000000000000000000000000},{""communityId"":62,""address"":0x10d945334ecde47beb9ca3816c173dfbbd0b5333}]"
